source,content
"FAAO 7110.65 10-2-7","Environmental procedures in ATC often relate to minimizing the impact of aviation on the environment. This includes using designated fuel dumping areas to prevent ground contamination and following noise abatement procedures to reduce the impact on communities near airports."
"Noise Abatement Compliance","Controllers are responsible for applying their facility's noise abatement procedures. This can include assigning preferential runways (directing traffic over less populated areas), issuing specific departure headings, or restricting late-night operations. A pilot can refuse a noise abatement instruction for safety reasons."
"Traffic Management: Reroute Phraseology","When issuing a complex reroute, the controller should first state 'I have an amendment to your route, advise when ready to copy.' This gives the pilot time to prepare. The controller should then read the new route slowly and clearly, and obtain a full readback to ensure accuracy."
"Specialized Ops: Helicopter Air Taxiing","When a helicopter is cleared to 'air taxi,' it is authorized to fly forward in ground effect, typically at speeds below 20 knots and at low altitude. This is different from 'hover taxiing,' which is for slow, sideways, or rearward movements. The controller must ensure the air taxi route is clear of obstacles and other traffic."
"Advanced Tech: ADS-B In","While ADS-B Out broadcasts an aircraft's position, ADS-B In allows an aircraft to receive the broadcasts from other aircraft. This gives the pilot a traffic display in the cockpit, similar to what the controller sees. This technology enhances situational awareness and is a key component of future air traffic concepts."
"QA: Operational Deviation","An operational deviation is similar to an operational error but refers to a situation where an aircraft enters airspace without authorization, such as a VFR aircraft entering Class B airspace without a clearance. The event is investigated to determine if a controller error contributed to the deviation."
"Regulatory: Part 91 Subpart K","Part 91, Subpart K, contains specific rules for fractional ownership programs. These programs allow multiple owners to share access to an aircraft. These flights are often operated like a professional charter service and are held to a higher standard of maintenance and pilot training than standard Part 91 operations."
"Flow Control: Collaborative Trajectory Options Program (CTOP)","CTOP is a traffic management initiative that allows airlines to choose from a set of pre-defined alternative routes when their original flight plan is constrained by weather. This collaborative approach gives airlines more flexibility and helps to reduce delays."
"Specialized Ops: Formation Flight Break-up","When a formation flight intends to split into individual aircraft, the lead pilot must coordinate this with the controller. The controller will issue separate clearances and transponder codes to each element of the formation and must ensure that standard separation is applied between the individual aircraft after the break-up is complete."
"Advanced Tech: PRM Breakout Instruction","The phraseology for a PRM breakout is highly specific and must be read verbatim: '[Call sign] turn [left/right] immediately, heading [degrees], climb and maintain [altitude].' There is no room for deviation from this phraseology, as it is designed for immediate pilot recognition and response in a critical situation."
"QA: Mandatory Occurrence Reporting","Many aviation authorities have a Mandatory Occurrence Reporting (MOR) scheme, which requires controllers and pilots to report specific types of safety incidents, such as a runway incursion or a loss of separation. This data is used to identify safety trends and mitigate risks across the entire system."
"Regulatory: Part 139","Part 139 certifies airports that serve scheduled air carrier operations. It sets standards for runway maintenance, marking, lighting, and Airport Rescue and Fire Fighting (ARFF) services. A controller at a Part 139 airport can be confident that the airport infrastructure meets a high safety standard."
"Flow Control: Expect Departure Clearance Time (EDCT)","An EDCT is not a target time; it is a 'no earlier than' time. Pilots are expected to be ready to depart at their EDCT, but the actual takeoff time may be slightly later due to local airport conditions. The goal is to have the aircraft push back from the gate in time to meet the EDCT."
"Specialized Ops: Glider Tow Operations","When a glider is being towed by another aircraft, the combination is treated as a single unit with limited maneuverability. The controller must be aware of the planned release point and altitude. After release, the controller must track two separate aircraft, one of which (the glider) will be unpowered and may not have a transponder."
"Advanced Tech: System Wide Information Management (SWIM)","SWIM is the FAA's digital data-sharing backbone. It allows different systems (ATC, airlines, weather) to share real-time information seamlessly. This is the technology that enables advanced concepts like CDM and TBFM."
"QA: Controller Peer Support Programs","Many facilities have peer support programs where controllers can confidentially discuss stressful events with trained colleagues. This is a key part of fatigue and stress management, helping controllers to cope with the pressures of the job in a healthy way."
"Regulatory: Environmental Impact Statements","Before a major new procedure can be implemented (e.g., a new arrival route over a populated area), the FAA may be required to complete an Environmental Impact Statement (EIS). This process assesses the potential noise and environmental effects and allows for public comment."
"Flow Control: Ground Stop (GS)","A Ground Stop is the most restrictive traffic management initiative. It halts all departures to a specific airport. A GS is typically implemented for a short duration to allow the destination airport to recover from a sudden event, such as a closed runway or a severe, unforecasted weather cell."
"Specialized Ops: UAS Lost Link Phraseology","If a UAS pilot reports a lost link, the controller should ask for the expected lost link profile. Phraseology: 'Nighthawk 1, roger, lost link. What is your expected lost link procedure?' The controller must then broadcast an advisory to all other aircraft about the uncrewed aircraft and its expected behavior."
"Advanced Tech: Electronic Flight Bag (EFB)","Pilots now use Electronic Flight Bags (EFBs), typically iPads, to carry all their charts and manuals. This means they have immediate access to all procedures, but it also means the controller cannot assume the pilot has a paper chart laid out in front of them. Clear communication of procedure names and transitions is essential."
"QA: Trend Analysis","Quality Assurance departments perform trend analysis on safety data. For example, if they notice a pattern of runway incursions at a specific intersection, they can initiate a study to determine the cause (e.g., confusing signage, poor lighting) and recommend a solution. This is a proactive approach to safety."
"Regulatory: ICAO Annex 2","ICAO Annex 2, 'Rules of the Air,' is the international equivalent of the U.S. Part 91. It establishes the fundamental flight rules that are recognized globally, such as the right-of-way rules and VFR weather minimums. While similar to Part 91, there are subtle but important differences."
"Flow Control: Playbook Route Activation","When a playbook route is activated, it will be disseminated via an FAA advisory. The advisory will specify which flights are affected (e.g., 'all departures from ZNY to ZTL') and the new, required route. Controllers must then issue this reroute to all applicable aircraft."
"Specialized Ops: Air Show 'Air Boss'","The Air Boss is the individual responsible for all aerial activity within the air show TFR. They are in direct communication with the performers and are the final authority on safety within the show box. The ATC controller coordinates with the Air Boss to manage traffic outside the TFR but does not control the performers."
"Advanced Tech: Data Comm","Data Comm is the FAA's implementation of CPDLC in the terminal and en route environments. It allows for the digital transmission of departure clearances, revised routes, and other instructions. This greatly reduces frequency congestion and improves efficiency, especially at busy airports."
"QA: Fatigue Risk Management System (FRMS)","An FRMS is a more advanced approach than simple hour-based rules. It uses scientific principles to actively manage fatigue risk. This can include predictive models to identify fatiguing schedules and allowing controllers to submit fatigue reports without penalty to help identify and mitigate risks."
"Regulatory: Noise Abatement Departure Profile (NADP)","An NADP is a specific vertical profile an aircraft flies after takeoff to reduce noise on the ground. There are two main types: one prioritizes gaining altitude quickly, while the other prioritizes reducing thrust quickly. The specific NADP used depends on the airport and the surrounding community."
"IVAO US-DIV Policy 1.1","All air traffic control services within the IVAO US Division are based on the current version of FAA Order JO 7110.65. All members controlling in the US Division are expected to be familiar with and apply these procedures. [1, 3] Where IVAO global rules conflict with FAA procedures, the FAA procedures generally take precedence unless a specific IVAO US-DIV waiver is documented. [1]"
"IVAO US-DIV Training SOP 2.1","The US Division utilizes the standard IVAO ATC rating progression: Aerodrome Student (AS1/AS2), Aerodrome Controller (AS3/ADC), Approach Controller (APC), and Center Controller (ACC). The Senior Controller (SEC) rating is not required for any position within the US Division. [1, 14]"
"IVAO US-DIV Training SOP 4.1","Progression from AS1 to AS2 is automatic after a member completes 10 hours of online controlling time. However, to control unsupervised, a new member must first request 'First Steps & Ground Training' from the division's training department and complete initial supervised sessions at an assigned training airport. [1, 20]"
"IVAO US-DIV Policy 2.3","Facility Rating Assignments (FRAs) dictate the minimum ATC rating required to control a specific position. For example, a busy approach control like New York (N90) will require an APC rating, while a quiet regional tower may only require an AS3. Members can view the FRA for any position on the division website. [1, 20]"
"IVAO US-DIV Training SOP 4.2","To advance from AS2 to AS3, a trainee must complete a total of 25 hours of controlling time, be registered on the network for more than 14 days, and successfully pass the AS3 theoretical exam. [1, 14] This rating allows the member to control any Delivery, Ground, or Tower position not otherwise restricted by an FRA. [1]"
"IVAO US-DIV Training SOP 1.1","The US Division training philosophy is based on self-study combined with practical guidance. Students are expected to study the FAA 7110.65, the US Division ATC Syllabus, and local SOPs on their own. Training sessions with instructors are for demonstrating skills, pointing out mistakes, and providing guidance, not for full lectures. [1]"
"IVAO US-DIV QA Procedure 1.1","The Quality Assurance department monitors controller performance to ensure a high standard of service. This may involve live monitoring of controlling sessions or reviewing logs. The goal is not punitive but educational, to identify areas for improvement and ensure compliance with procedures."
"IVAO US-DIV Policy 3.1","All members are expected to maintain a professional and respectful demeanor at all times. Harassment, offensive language, or simulation of real-world conflicts is strictly prohibited. Violations can lead to suspension by a supervisor and further disciplinary action by division staff. [15]"
"IVAO US-DIV Policy 4.1","To maintain an active status, controllers are generally expected to log on and control for a minimum number of hours per quarter. [VERIFY WITH CURRENT US-DIV WIKI] While IVAO global rules require logging on once every three months to keep an account active, divisions may have their own activity policies for staff and rated controllers. [10, 15]"
"IVAO US-DIV Event SOP 2.1","Members wishing to control during major divisional events, such as 'Real Flight Operations' (RFO), must bid for a position via the event's booking system. Selection is based on factors including rating, experience, past event participation, and overall activity, to give everyone a fair chance. [13]"
"IVAO US-DIV Admin 1.1","The official communication channels for the US Division include the division website (wiki.us.ivao.aero), the official forum, and the official division Discord server. The Discord server is used for real-time coordination between active controllers and for general community discussion. [2, 13]"
"IVAO US-DIV Training SOP 5.1","Practical exams for ADC, APC, and ACC ratings are conducted by authorized trainers. The exam will simulate a realistic traffic scenario designed to test the candidate's knowledge of procedures, phraseology, and ability to manage workload and non-standard situations for the rating being tested."
"IVAO US-DIV Policy 5.1","Exam integrity is taken very seriously. Any form of cheating on theoretical or practical exams will result in immediate failure and may lead to further disciplinary action, including suspension from the network. All exams must be conducted through the official IVAO systems. [10]"
"IVAO US-DIV LOA ZNY-ZBW","A Letter of Agreement exists between New York ARTCC (ZNY) and Boston ARTCC (ZBW) defining the procedures for handoffs on specific airways. For example, traffic on J48 northbound is transferred from ZNY to ZBW at a specific fix and altitude, with automated handoffs being the standard procedure. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Facility SOP ZLA 1.1","Los Angeles ARTCC (KZLA) has specific procedures for managing the complex airspace, including defined arrival gates for LAX traffic and procedures for coordinating with SoCal TRACON (SCT). Controllers must review the ZLA SOP before controlling this airspace. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Training SOP 6.1","Remedial training is mandatory training assigned to a controller who has demonstrated deficiencies in a specific area. The Training Coordinator (TC) is responsible for assigning and overseeing remedial training, which must be completed before the controller can resume normal duties. [1]"
"IVAO US-DIV Policy 3.2","A 'stuck microphone' on the frequency is a serious issue. If a controller experiences this, they should immediately disconnect and reconnect. If the problem persists, they must log off and seek technical help. Continuing to block a frequency is a disservice to the network."
"IVAO US-DIV Event SOP 3.1","During large-scale events, a specific 'event channel' on the Discord server is often used for ATC-to-ATC coordination. This keeps the main frequencies clear for pilot communication and allows for rapid coordination of reroutes, holding, and special instructions."
"IVAO US-DIV QA Procedure 2.1","Incident reporting is a key part of the quality assurance system. If a pilot or controller witnesses an operational error or a serious rule violation, they should report it to a supervisor or through the appropriate channels on the division website. The goal is to investigate and learn from incidents."
"IVAO US-DIV Admin 2.1","Members wishing to transfer into the US Division must make a formal request through their IVAO profile. The request is subject to approval by both the member's current division and the US Division staff. A member can only be part of one division at a time. [15]"
"IVAO US-DIV Training SOP 2.2","An AS1 rated member cannot control any position unsupervised. They must request training and can only control specific Delivery or Ground positions at a designated training airport while under the direct supervision of an authorized instructor. [1, 20]"
"IVAO US-DIV Policy 4.2","A Leave of Absence (LOA) can be requested by a member who anticipates being inactive for an extended period. This prevents their account from being marked as inactive and preserves their ratings and status within the division. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Facility SOP ZAU 2.1","Chicago ARTCC (KZAU) has complex procedures for managing the flow of traffic into Chicago O'Hare (KORD) and Midway (KMDW). This includes specific arrival gates and coordination procedures with Chicago TRACON (C90). Controllers must be familiar with the 'push' from the east and the sequencing required. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Training SOP 3.2","Training documentation is critical. Mentors are required to keep a log of each training session, noting the topics covered, the student's performance, and areas for improvement. This log is used to track the student's progress towards their next rating."
"IVAO US-DIV Event SOP 1.1","Any member can propose a user event. The proposal must be submitted to the Events Department for approval. The plan must include details on the date, time, location, expected traffic, and required ATC staffing. The Events Department will coordinate with the ATC Operations department to ensure adequate coverage. [9, 13]"
"IVAO US-DIV Policy 6.1","Professionalism extends to forum and Discord communication. All members are expected to adhere to the same standards of conduct on these platforms as they are on the network itself. Personal attacks, trolling, and disrespectful behavior will not be tolerated."
"IVAO US-DIV QA Procedure 3.1","If a controller is found to have made an operational error, the QA department may recommend remedial training. The goal is corrective, not punitive. The controller will work with a trainer to address the specific deficiency before being cleared to control the position again."
"IVAO US-DIV Admin 3.1","The US Division leadership consists of the Division Director (US-DIR) and Assistant Director (US-ADIR), who oversee all departments. Key departments include Training (US-TC/TAC), ATC Operations (US-AOC/AOAC), and Events (US-EC/EAC)."
"IVAO US-DIV Training SOP 4.3","To achieve the Approach Controller (APC) rating, a member must have their ADC rating, complete at least 100 hours of total ATC time, and pass both the APC theoretical and practical exams. The practical exam will involve managing a busy terminal area with multiple arrivals and departures. [14]"
"IVAO US-DIV Facility SOP ZTL 1.1","Atlanta ARTCC (KZTL) manages one of the busiest airspaces in the world, primarily feeding Hartsfield-Jackson Atlanta International Airport (KATL). SOPs include specific procedures for dual and triple ILS approaches and coordination with Atlanta TRACON (A80). [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Policy 2.4","When a higher-level ATC position logs on, the lower-level controller must hand off control as soon as practical. For example, if an Approach (APP) controller logs on, any Tower (TWR) controllers within that airspace must coordinate and transfer their relevant traffic. [10]"
"IVAO US-DIV Event SOP 4.1","For 'Real Flight Operations' (RFO) events, a full roster of ATC positions is published and booked in advance. Controllers are expected to be online at least 15 minutes prior to their scheduled time for a pre-event briefing on the coordination channel."
"IVAO US-DIV QA Procedure 1.2","Controller monitoring can be conducted by any staff member with the appropriate permissions. The monitor will observe the controller's performance and may offer real-time feedback via private message or a post-session debrief. This is a standard part of maintaining network quality."
"IVAO US-DIV Admin 2.2","A member wishing to transfer out of the US Division to another division must make the request via their profile. The US Division staff will typically approve the transfer unless the member is under active investigation for a rule violation."
"IVAO US-DIV Training SOP 1.3","The primary training materials for the US Division are the FAA JO 7110.65, the IVAO US Division ATC Syllabus, and any applicable local facility SOPs. Students are responsible for obtaining and studying these documents. [1]"
"IVAO US-DIV Policy 7.1","The US Division has a zero-tolerance policy for simulating aggression or real-world conflicts. This includes any form of simulated hijacking, military aggression against civilian targets, or political messaging. IVAO is an educational and entertainment platform, not a venue for such activities. [10, 15]"
"IVAO US-DIV LOA ZOA-ZLA","A Letter of Agreement between Oakland ARTCC (ZOA) and Los Angeles ARTCC (ZLA) defines the handoff procedures for coastal routes like the 'TEJAS' and 'SADDE' arrivals into Southern California. The LOA specifies the exact fixes and altitudes for these transfers to ensure seamless coordination. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Training SOP 4.4","To achieve the Center Controller (ACC) rating, a member must hold an APC rating, have at least 200 total ATC hours, and pass the ACC theoretical and practical exams. The practical exam will test the controller's ability to manage a complex en-route sector with high-altitude traffic, crossing routes, and coordination with adjacent sectors. [1, 14]"
"IVAO US-DIV Facility SOP ZNY 1.1","New York ARTCC (KZNY) procedures are highly complex, involving management of the three major NYC airports (KJFK, KEWR, KLGA) and Boston (KBOS). SOPs detail specific departure gates (e.g., the 'white' gate), arrival routes, and extensive coordination with Boston Center and New York TRACON. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Policy 2.5","Controllers must use the callsigns and frequencies as published in the IVAO database (and reflected in the sector files). Using non-standard frequencies or callsigns is prohibited as it creates confusion for pilots and other controllers. [10]"
"IVAO US-DIV Event SOP 2.2","If a controller books a position for an event and fails to show up without prior notification, they may be given lower priority for future event bookings. This is to be fair to other members who wanted to control but were not selected. [13]"
"IVAO US-DIV QA Procedure 4.1","Appeals and grievance procedures are in place for members who feel they have been treated unfairly regarding a disciplinary action or exam result. The member should first contact the relevant department head. If the issue cannot be resolved, it can be escalated to the division leadership."
"IVAO US-DIV Admin 1.2","The US Division website (wiki.us.ivao.aero) is the single source of truth for all official policies, SOPs, and training materials. Members should always refer to the wiki to ensure they have the most current information. [2, 4]"
"IVAO US-DIV Training SOP 3.3","A mentor's responsibility is to guide a student through the training process, provide constructive feedback, and accurately assess their readiness for an exam. Mentors do not teach basic theory but help the student apply that theory in a practical environment."
"IVAO US-DIV Policy 8.1","All staff members in the US Division are volunteers. They are expected to be active, set a positive example for other members, and fulfill the duties of their position. Staff positions require a minimum age of 18 (or 16 with director approval) and a certain period of active membership in the division. [10, 16]"
"IVAO US-DIV LOA ZFW-ZHU","A Letter of Agreement between Fort Worth ARTCC (ZFW) and Houston ARTCC (ZHU) defines the procedures for managing traffic arriving and departing from the Dallas/Fort Worth (KDFW) and Houston (KIAH) metroplexes. This includes specific altitude assignments for crossing traffic to ensure vertical separation. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Facility SOP C90 1.1","Chicago TRACON (C90) has specific SOPs for managing the triple-approach system at O'Hare (KORD). This requires precise vectoring and speed control to maintain separation on the parallel final approach courses. Controllers must be highly proficient to work this position. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Policy 1.3","When controlling a position that overlies other positions (e.g., a Center controller covering an entire area), the controller is not required to provide full Aerodrome or Terminal control services unless specified by local procedures. They should state the level of service being provided in their ATIS. [16]"
"IVAO US-DIV Event SOP 5.1","After a major event, the Events Department will compile statistics and may publish a report. This includes the number of participants, hours controlled, and any notable occurrences. This data is used for planning future events and for divisional awards."
"IVAO US-DIV QA Procedure 2.2","Any member can report a technical issue or a potential rule violation to a supervisor using the '.wallop' command in their client. The supervisor will then investigate the issue and take appropriate action. This is the fastest way to get staff attention for an in-game problem."
"IVAO US-DIV Admin 4.1","The US Division is part of the Americas Region within the global IVAO structure. The division leadership coordinates with regional and HQ staff on matters of global policy, network development, and international events."
"IVAO US-DIV Training SOP 2.3","A rating transfer from another recognized online network may be possible. The member must submit an application to the Training Department with proof of their rating and hours on the other network. The Training Department will evaluate the request and may require a practical checkout before granting an equivalent IVAO rating. [11]"
"IVAO US-DIV Policy 9.1","All local SOPs and procedures for a specific facility must be approved by the division's ATC Operations department before being published on the wiki. This ensures that all local procedures are standardized and do not conflict with national or global rules. [3]"
"IVAO US-DIV Facility SOP N90 1.1","New York TRACON (N90) is one of the most complex airspaces in the world. SOPs include specific procedures for the 'Teterboro shuffle' (managing traffic from KTEB), helicopter routes along the Hudson River, and handoffs to the three major NYC airports. This position requires a high level of skill and an APC rating. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Event SOP 1.2","The Events Coordinator (EC) is responsible for the overall planning and execution of divisional events. They work with members, staff, and other divisions to create engaging and well-organized activities for both pilots and controllers. [22]"
"IVAO US-DIV QA Procedure 3.2","If a member repeatedly demonstrates a lack of knowledge or skill, or consistently violates procedures, their rating may be reviewed by the Training and QA departments. This could lead to mandatory remedial training or, in rare cases, a rating downgrade to ensure the quality and safety of the network."
"IVAO US-DIV Admin 3.2","The ATC Operations Coordinator (AOC) is responsible for managing the day-to-day ATC activities of the division. This includes maintaining facility SOPs, managing the FRA list, and working with the training department to ensure controllers are proficient."
"IVAO US-DIV Training SOP 5.2","During a practical exam, the examiner is the final authority. Their assessment of the candidate's performance is based on the official exam briefing guides and established standards. The candidate must demonstrate a high level of proficiency to pass."
"IVAO US-DIV Policy 1.4","When logging on to an aerodrome, a controller should always take the highest available position for which they are rated. For example, if Tower is open and the controller is rated, they should take Tower rather than Ground. This ensures the highest level of service is provided to pilots. [16]"
"IVAO US-DIV LOA ZDC-ZNY","A Letter of Agreement between Washington ARTCC (ZDC) and New York ARTCC (ZNY) outlines the procedures for traffic transiting the busy northeast corridor. This includes standard routes and altitude assignments for flights between the Washington/Baltimore area and the New York area. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Facility SOP A80 1.1","Atlanta TRACON (A80) procedures are heavily focused on managing the massive arrival and departure flows for KATL. Controllers must be experts in sequencing for parallel and triple runways, speed control, and vectoring in a high-density environment. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Policy 10.1","The US Division has a 'FAA Waiver Agreement' which outlines the specific FAA procedures that are modified or waived for the purpose of simulation on the IVAO network. All members should be familiar with this document as it defines the legal framework of the division's operations. [1]"
"IVAO US-DIV Event SOP 6.1","The US Division participates in the global 'Online Day' award scheme. Members can earn points by controlling or flying during designated weekly online day events, which contributes to earning divisional and HQ-level awards. [22]"
"IVAO US-DIV QA Procedure 5.1","The division leadership conducts periodic reviews of all departmental procedures (Training, Events, ATC Ops) to ensure they are current, effective, and aligned with the goals of the division and IVAO HQ. Member feedback may be solicited as part of this review process."
"IVAO US-DIV Admin 5.1","The division's website and sector files are maintained by the ATC Operations and Web departments. Members who find errors in charts, sector files, or website information should report them via the forum so they can be corrected."
"IVAO US-DIV Training SOP 6.2","A 'checkout' is an informal practical assessment by a trainer to verify a controller's proficiency at a specific position or facility before they are authorized to control it unsupervised. This is often required for complex positions, even if the controller holds the necessary rating."
"IVAO US-DIV Policy 11.1","Special Operations (SO) within the US Division must be conducted in accordance with both IVAO global SO regulations and any specific US-DIV SO policies. This includes restrictions on simulated combat and rules for military formation flights. [21, 27]"
"IVAO US-DIV Facility SOP ZMP 1.1","Minneapolis ARTCC (KZMP) manages a large and diverse airspace, including traffic for Minneapolis-St. Paul (KMSP) and extensive overflights between the coasts. SOPs focus on managing high-altitude sectors and coordinating with adjacent centers like Chicago and Denver. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Event SOP 2.3","For multi-division events, extensive coordination occurs between the event departments of the participating divisions. This includes agreeing on common routes, schedules, and procedures to ensure a seamless experience for pilots flying between the divisions. [13]"
"IVAO US-DIV QA Procedure 6.1","The ultimate goal of the QA program is to foster a culture of safety and continuous improvement. It is a collaborative effort between staff and members to ensure that the IVAO US Division provides the most realistic and professional ATC simulation possible."
"IVAO US-DIV Admin 6.1","The US Division staff directory is available on the division website. Members should direct their questions or concerns to the appropriate department head for the most efficient response (e.g., training questions to the TC, event questions to the EC)."
"IVAO US-DIV Training SOP 7.1","Guest controlling in the US Division by members of other divisions is permitted. However, the guest controller is expected to familiarize themselves with US procedures (7110.65) and any local SOPs for the facility they wish to control. They are subject to the same rules and quality standards as any US Division member."
"IVAO US-DIV Policy 12.1","The use of real-world weather is mandatory for all ATC and pilot operations on the network. This ensures a consistent and realistic environment for all participants. Controllers must use the live weather when providing information like wind and altimeter settings."
"IVAO US-DIV LOA ZSE-PAZA","A Letter of Agreement between Seattle ARTCC (ZSE) and Anchorage ARTCC (PAZA) governs the procedures for traffic on the Pacific routes to and from Alaska. This includes oceanic procedures for the portion of the flight outside of radar coverage and handoff points for entering domestic airspace. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Facility SOP SCT 1.1","SoCal TRACON (SCT) manages the approach and departure control for a vast area of Southern California, including numerous busy airports like KLAX, KSAN, and KLAS. SOPs are extremely detailed, covering VFR corridors, complex arrival/departure gates, and noise abatement procedures. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV Event SOP 7.1","The 'Online Day' for the US Division is a designated weekly event designed to concentrate traffic and ATC coverage to create a lively and engaging environment. Members are encouraged to participate to help build a strong community presence. [VERIFY WITH CURRENT US-DIV WIKI]"
"IVAO US-DIV QA Procedure 7.1","Feedback is a gift. When a supervisor or trainer provides feedback on your controlling, it is intended to help you improve. Members are expected to receive feedback professionally and use it as a tool for their own development."
"IVAO US-DIV Admin 7.1","All official divisional policies are documented and approved by the division leadership. 'Word of mouth' or informal procedures are not official. If a procedure is not on the division wiki or in an official document, it should not be considered a mandatory procedure."
"IVAO US-DIV Training SOP 8.1","The final step in any training progression is the practical exam. The goal of training is to prepare the student to successfully demonstrate their skills and knowledge in this exam environment. A successful exam is a reflection of both a dedicated student and an effective trainer."
